<DTYYYYMMDD>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20190122;121500;1.13626;1.13631;1.13598;1.13631;531
20190122;123000;1.13631;1.13646;1.13612;1.13637;590
20190122;124500;1.13637;1.13637;1.13598;1.13621;429
20190122;130000;1.13621;1.13624;1.13583;1.13588;506
20190122;131500;1.13588;1.13607;1.13572;1.13579;680
20190122;133000;1.13579;1.13609;1.13568;1.13600;740
20190122;134500;1.13601;1.13615;1.13572;1.13581;647
20190122;140000;1.13581;1.13602;1.13557;1.13591;675
20190122;141500;1.13592;1.13609;1.13572;1.13601;800
20190122;143000;1.13599;1.13617;1.13582;1.13616;558
20190122;144500;1.13616;1.13623;1.13540;1.13544;964
20190122;150000;1.13543;1.13551;1.13509;1.13534;1050
20190122;151500;1.13534;1.13539;1.13458;1.13510;1108
20190122;153000;1.13510;1.13543;1.13445;1.13461;1275
20190122;154500;1.13461;1.13485;1.13446;1.13451;1033
20190122;160000;1.13453;1.13453;1.13356;1.13438;1623
20190122;161500;1.13440;1.13469;1.13414;1.13455;1133
20190122;163000;1.13456;1.13529;1.13450;1.13502;1409
20190122;164500;1.13502;1.13553;1.13489;1.13552;1440
20190122;170000;1.13552;1.13619;1.13540;1.13617;1271
20190122;171500;1.13617;1.13620;1.13573;1.13588;799
20190122;173000;1.13588;1.13635;1.13551;1.13618;1243
20190122;174500;1.13618;1.13643;1.13545;1.13559;1348
20190122;180000;1.13559;1.13648;1.13546;1.13599;1399
20190122;181500;1.13600;1.13625;1.13581;1.13598;624
20190122;183000;1.13599;1.13609;1.13555;1.13609;653
20190122;184500;1.13609;1.13609;1.13564;1.13588;654
20190122;190000;1.13588;1.13674;1.13577;1.13670;644
20190122;191500;1.13670;1.13673;1.13632;1.13650;584
20190122;193000;1.13649;1.13694;1.13631;1.13680;553
20190122;194500;1.13680;1.13708;1.13669;1.13687;590
20190122;200000;1.13687;1.13735;1.13687;1.13703;1051
20190122;201500;1.13703;1.13706;1.13645;1.13687;808
20190122;203000;1.13687;1.13717;1.13671;1.13673;738
20190122;204500;1.13674;1.13687;1.13651;1.13674;526
20190122;210000;1.13674;1.13677;1.13643;1.13667;587
20190122;211500;1.13667;1.13674;1.13632;1.13645;590
20190122;213000;1.13644;1.13649;1.13613;1.13633;421
20190122;214500;1.13633;1.13643;1.13606;1.13612;803
20190122;220000;1.13608;1.13640;1.13581;1.13587;634
20190122;221500;1.13587;1.13607;1.13579;1.13593;424
20190122;223000;1.13593;1.13611;1.13575;1.13583;611
20190122;224500;1.13579;1.13596;1.13516;1.13521;674
20190122;230000;1.13524;1.13605;1.13524;1.13599;359
20190122;231500;1.13599;1.13612;1.13593;1.13606;141
20190122;233000;1.13606;1.13610;1.13592;1.13599;284
20190122;234500;1.13599;1.13623;1.13591;1.13594;433
20190123;000000;1.13593;1.13633;1.13592;1.13619;372
20190123;001500;1.13626;1.13638;1.13596;1.13632;401
20190123;003000;1.13632;1.13638;1.13598;1.13614;262
20190123;004500;1.13613;1.13626;1.13613;1.13626;123
20190123;010000;1.13626;1.13632;1.13610;1.13627;317
20190123;011500;1.13627;1.13629;1.13617;1.13622;124
20190123;013000;1.13626;1.13638;1.13608;1.13632;139
20190123;014500;1.13632;1.13638;1.13622;1.13628;153
20190123;020000;1.13628;1.13644;1.13612;1.13618;297
20190123;021500;1.13618;1.13644;1.13618;1.13637;362
20190123;023000;1.13637;1.13637;1.13613;1.13634;191
20190123;024500;1.13634;1.13640;1.13616;1.13638;246
20190123;030000;1.13638;1.13646;1.13607;1.13613;354
20190123;031500;1.13613;1.13639;1.13598;1.13633;291
20190123;033000;1.13633;1.13662;1.13627;1.13659;485
20190123;034500;1.13659;1.13672;1.13627;1.13652;692
20190123;040000;1.13651;1.13651;1.13624;1.13641;412
20190123;041500;1.13641;1.13646;1.13624;1.13636;278
20190123;043000;1.13636;1.13648;1.13627;1.13647;174
20190123;044500;1.13648;1.13659;1.13640;1.13647;94
20190123;050000;1.13647;1.13663;1.13633;1.13660;208
20190123;051500;1.13660;1.13683;1.13643;1.13678;366
20190123;053000;1.13678;1.13682;1.13647;1.13651;301
20190123;054500;1.13651;1.13652;1.13633;1.13635;248
20190123;060000;1.13634;1.13664;1.13628;1.13659;329
20190123;061500;1.13659;1.13666;1.13644;1.13658;250
20190123;063000;1.13658;1.13670;1.13651;1.13664;227
20190123;064500;1.13665;1.13675;1.13645;1.13659;313
20190123;070000;1.13658;1.13658;1.13630;1.13650;338
20190123;071500;1.13650;1.13660;1.13643;1.13659;118
20190123;073000;1.13659;1.13681;1.13654;1.13675;279
20190123;074500;1.13675;1.13683;1.13664;1.13679;298
20190123;080000;1.13679;1.13683;1.13649;1.13670;325
20190123;081500;1.13670;1.13716;1.13664;1.13696;546
20190123;083000;1.13696;1.13702;1.13678;1.13687;242
20190123;084500;1.13687;1.13711;1.13683;1.13710;233
20190123;090000;1.13710;1.13713;1.13673;1.13693;595
20190123;091500;1.13693;1.13698;1.13639;1.13639;624
20190123;093000;1.13639;1.13690;1.13637;1.13668;614
20190123;094500;1.13668;1.13668;1.13625;1.13647;785
20190123;100000;1.13648;1.13650;1.13539;1.13555;1221
20190123;101500;1.13555;1.13625;1.13532;1.13573;1119
20190123;103000;1.13573;1.13636;1.13561;1.13623;939
20190123;104500;1.13623;1.13633;1.13597;1.13617;664
20190123;110000;1.13618;1.13643;1.13595;1.13615;864
20190123;111500;1.13614;1.13637;1.13594;1.13612;642
20190123;113000;1.13612;1.13617;1.13567;1.13609;704
20190123;114500;1.13609;1.13619;1.13530;1.13554;792
20190123;120000;1.13554;1.13560;1.13505;1.13529;718
20190123;121500;1.13529;1.13555;1.13506;1.13523;582
20190123;123000;1.13522;1.13563;1.13519;1.13544;545
20190123;124500;1.13544;1.13590;1.13544;1.13573;821
20190123;130000;1.13574;1.13642;1.13571;1.13618;734
20190123;131500;1.13618;1.13663;1.13611;1.13656;818
20190123;133000;1.13656;1.13658;1.13602;1.13622;648
20190123;134500;1.13621;1.13672;1.13616;1.13649;812
20190123;140000;1.13649;1.13650;1.13613;1.13626;725
20190123;141500;1.13626;1.13693;1.13619;1.13686;720
20190123;143000;1.13686;1.13690;1.13656;1.13670;658
20190123;144500;1.13670;1.13685;1.13649;1.13655;575
20190123;150000;1.13655;1.13695;1.13651;1.13667;898
20190123;151500;1.13667;1.13672;1.13630;1.13649;963
20190123;153000;1.13649;1.13649;1.13505;1.13573;1799
20190123;154500;1.13573;1.13598;1.13517;1.13540;1571
20190123;160000;1.13540;1.13617;1.13513;1.13542;1373
20190123;161500;1.13543;1.13603;1.13528;1.13583;1625
20190123;163000;1.13583;1.13627;1.13547;1.13616;1342
20190123;164500;1.13616;1.13669;1.13600;1.13624;1342
20190123;170000;1.13625;1.13702;1.13624;1.13659;1389
20190123;171500;1.13659;1.13663;1.13625;1.13652;1184
20190123;173000;1.13652;1.13879;1.13652;1.13867;1776
20190123;174500;1.13867;1.13899;1.13758;1.13786;1801
20190123;180000;1.13786;1.13866;1.13771;1.13848;1655
20190123;181500;1.13848;1.13914;1.13848;1.13892;1329
20190123;183000;1.13892;1.13933;1.13871;1.13930;987
20190123;184500;1.13929;1.13929;1.13862;1.13892;1079
20190123;190000;1.13892;1.13931;1.13872;1.13896;994
20190123;191500;1.13897;1.13934;1.13879;1.13928;836
20190123;193000;1.13928;1.13940;1.13902;1.13918;588
20190123;194500;1.13919;1.13925;1.13896;1.13920;499
20190123;200000;1.13923;1.13931;1.13876;1.13896;644
20190123;201500;1.13897;1.13924;1.13872;1.13913;719
20190123;203000;1.13913;1.13913;1.13853;1.13853;546
20190123;204500;1.13853;1.13889;1.13848;1.13866;575
20190123;210000;1.13867;1.13892;1.13849;1.13867;448
20190123;211500;1.13866;1.13895;1.13850;1.13852;522
20190123;213000;1.13852;1.13869;1.13829;1.13838;534
20190123;214500;1.13840;1.13843;1.13812;1.13828;525
20190123;220000;1.13829;1.13832;1.13802;1.13829;574
20190123;221500;1.13829;1.13849;1.13828;1.13837;385
20190123;223000;1.13838;1.13838;1.13819;1.13822;292
20190123;224500;1.13822;1.13838;1.13816;1.13820;369
20190123;230000;1.13818;1.13827;1.13798;1.13807;171
20190123;231500;1.13806;1.13820;1.13792;1.13812;147
20190123;233000;1.13811;1.13814;1.13800;1.13806;196
20190123;234500;1.13805;1.13808;1.13788;1.13807;256
20190124;000000;1.13796;1.13819;1.13796;1.13807;391
20190124;001500;1.13807;1.13829;1.13797;1.13818;385
20190124;003000;1.13817;1.13830;1.13809;1.13813;153
20190124;004500;1.13813;1.13815;1.13777;1.13797;477
20190124;010000;1.13797;1.13837;1.13796;1.13830;209
20190124;011500;1.13829;1.13839;1.13824;1.13827;186
20190124;013000;1.13827;1.13843;1.13816;1.13839;140
20190124;014500;1.13839;1.13860;1.13831;1.13857;191
20190124;020000;1.13857;1.13881;1.13827;1.13859;434
20190124;021500;1.13859;1.13862;1.13825;1.13836;290
20190124;023000;1.13836;1.13882;1.13836;1.13871;519
20190124;024500;1.13871;1.13891;1.13855;1.13868;527
20190124;030000;1.13868;1.13886;1.13860;1.13871;406
20190124;031500;1.13871;1.13904;1.13865;1.13890;348
20190124;033000;1.13890;1.13911;1.13860;1.13861;464
20190124;034500;1.13860;1.13872;1.13854;1.13863;332
20190124;040000;1.13863;1.13864;1.13841;1.13843;643
20190124;041500;1.13843;1.13849;1.13822;1.13839;252
20190124;043000;1.13839;1.13854;1.13832;1.13852;600
20190124;044500;1.13853;1.13865;1.13837;1.13857;456
20190124;050000;1.13858;1.13898;1.13852;1.13891;342
20190124;051500;1.13890;1.13899;1.13878;1.13881;299
20190124;053000;1.13881;1.13883;1.13872;1.13877;285
20190124;054500;1.13877;1.13890;1.13869;1.13877;193
20190124;060000;1.13877;1.13890;1.13869;1.13887;320
20190124;061500;1.13888;1.13899;1.13874;1.13880;370
20190124;063000;1.13881;1.13885;1.13853;1.13863;297
20190124;064500;1.13863;1.13868;1.13837;1.13859;305
20190124;070000;1.13859;1.13859;1.13828;1.13844;282
20190124;071500;1.13844;1.13851;1.13829;1.13844;195
20190124;073000;1.13844;1.13848;1.13822;1.13839;323
20190124;074500;1.13839;1.13855;1.13832;1.13849;286
20190124;080000;1.13848;1.13877;1.13838;1.13874;347
20190124;081500;1.13874;1.13874;1.13832;1.13843;239
20190124;083000;1.13843;1.13854;1.13769;1.13783;811
20190124;084500;1.13783;1.13801;1.13782;1.13800;229
20190124;090000;1.13799;1.13814;1.13758;1.13762;483
20190124;091500;1.13762;1.13767;1.13720;1.13740;562
20190124;093000;1.13739;1.13748;1.13703;1.13717;611
20190124;094500;1.13717;1.13746;1.13650;1.13696;914
20190124;100000;1.13696;1.13734;1.13666;1.13700;1554
20190124;101500;1.13699;1.13700;1.13396;1.13549;2931
20190124;103000;1.13548;1.13761;1.13446;1.13682;2203
20190124;104500;1.13682;1.13691;1.13620;1.13643;1034
20190124;110000;1.13643;1.13646;1.13544;1.13555;1426
20190124;111500;1.13555;1.13634;1.13419;1.13425;1325
20190124;113000;1.13425;1.13500;1.13396;1.13484;1392
20190124;114500;1.13484;1.13489;1.13422;1.13463;992
20190124;120000;1.13463;1.13506;1.13446;1.13504;712
20190124;121500;1.13504;1.13519;1.13397;1.13404;950
20190124;123000;1.13404;1.13470;1.13379;1.13465;861
20190124;124500;1.13465;1.13469;1.13403;1.13430;940
20190124;130000;1.13433;1.13435;1.13299;1.13311;1027
20190124;131500;1.13310;1.13382;1.13296;1.13371;803
20190124;133000;1.13372;1.13454;1.13372;1.13435;890
20190124;134500;1.13435;1.13453;1.13406;1.13453;687
20190124;140000;1.13453;1.13485;1.13440;1.13482;783
20190124;141500;1.13481;1.13521;1.13468;1.13501;685
20190124;143000;1.13501;1.13540;1.13441;1.13483;836
20190124;144500;1.13486;1.13586;1.13383;1.13395;1950
20190124;150000;1.13395;1.13477;1.13388;1.13397;1342
20190124;151500;1.13398;1.13418;1.13322;1.13362;1363
20190124;153000;1.13362;1.13422;1.13060;1.13159;5429
20190124;154500;1.13161;1.13461;1.13135;1.13349;3665
20190124;160000;1.13349;1.13668;1.13349;1.13645;3080
20190124;161500;1.13644;1.13758;1.13591;1.13692;2353
20190124;163000;1.13693;1.13754;1.13637;1.13686;2443
20190124;164500;1.13686;1.13798;1.13638;1.13773;1965
20190124;170000;1.13773;1.13804;1.13644;1.13669;1549
20190124;171500;1.13669;1.13725;1.13639;1.13682;1173
20190124;173000;1.13682;1.13704;1.13595;1.13599;1518
20190124;174500;1.13599;1.13645;1.13503;1.13534;1909
20190124;180000;1.13535;1.13547;1.13417;1.13435;1908
20190124;181500;1.13435;1.13510;1.13423;1.13449;1187
20190124;183000;1.13449;1.13458;1.13394;1.13444;1281
20190124;184500;1.13444;1.13454;1.13201;1.13201;1729
20190124;190000;1.13207;1.13236;1.13133;1.13138;1772
20190124;191500;1.13139;1.13155;1.13012;1.13017;1597
20190124;193000;1.13016;1.13060;1.12952;1.13006;1710
20190124;194500;1.13006;1.13042;1.12944;1.12987;1595
20190124;200000;1.12987;1.13002;1.12918;1.12986;1282
20190124;201500;1.12986;1.13014;1.12939;1.12989;1047
20190124;203000;1.12989;1.13019;1.12955;1.13006;863
20190124;204500;1.13006;1.13035;1.12969;1.13034;775
20190124;210000;1.13034;1.13057;1.12889;1.12919;1214
20190124;211500;1.12920;1.12962;1.12912;1.12957;882
20190124;213000;1.12957;1.13020;1.12957;1.13006;845
20190124;214500;1.13006;1.13053;1.12983;1.12985;681
20190124;220000;1.12984;1.13030;1.12977;1.13014;819
20190124;221500;1.13014;1.13060;1.13011;1.13059;575
20190124;223000;1.13059;1.13089;1.13053;1.13067;640
20190124;224500;1.13067;1.13108;1.13067;1.13074;510
20190124;230000;1.13074;1.13116;1.13072;1.13115;359
20190124;231500;1.13115;1.13133;1.13111;1.13124;198
20190124;233000;1.13124;1.13128;1.13039;1.13045;401
20190124;234500;1.13045;1.13069;1.13007;1.13031;396
20190125;000000;1.13065;1.13065;1.12999;1.13050;468
20190125;001500;1.13050;1.13052;1.13004;1.13012;369
20190125;003000;1.13017;1.13042;1.12997;1.13018;487
20190125;004500;1.13018;1.13034;1.13010;1.13014;635
20190125;010000;1.13014;1.13055;1.13002;1.13053;513
20190125;011500;1.13055;1.13071;1.13028;1.13037;519
20190125;013000;1.13037;1.13078;1.13037;1.13078;325
20190125;014500;1.13077;1.13152;1.13073;1.13122;851
20190125;020000;1.13122;1.13123;1.13045;1.13087;716
20190125;021500;1.13086;1.13144;1.13084;1.13139;655
20190125;023000;1.13139;1.13139;1.13067;1.13094;435
20190125;024500;1.13094;1.13111;1.13062;1.13097;461
20190125;030000;1.13097;1.13129;1.13087;1.13094;428
20190125;031500;1.13094;1.13113;1.13069;1.13079;546
20190125;033000;1.13079;1.13101;1.13071;1.13088;565
20190125;034500;1.13088;1.13090;1.13048;1.13074;457
20190125;040000;1.13074;1.13101;1.13068;1.13091;367
20190125;041500;1.13092;1.13117;1.13089;1.13111;300
20190125;043000;1.13111;1.13180;1.13110;1.13180;518
20190125;044500;1.13180;1.13203;1.13164;1.13199;502
20190125;050000;1.13199;1.13230;1.13190;1.13205;687
20190125;051500;1.13205;1.13210;1.13178;1.13186;315
20190125;053000;1.13185;1.13264;1.13185;1.13254;587
20190125;054500;1.13254;1.13254;1.13202;1.13204;426
20190125;060000;1.13204;1.13214;1.13196;1.13214;229
20190125;061500;1.13214;1.13219;1.13202;1.13210;185
20190125;063000;1.13210;1.13220;1.13191;1.13198;211
20190125;064500;1.13199;1.13208;1.13171;1.13199;347
20190125;070000;1.13199;1.13240;1.13188;1.13234;413
20190125;071500;1.13234;1.13256;1.13228;1.13253;174
20190125;073000;1.13253;1.13261;1.13228;1.13240;343
20190125;074500;1.13239;1.13275;1.13216;1.13217;368
20190125;080000;1.13217;1.13230;1.13142;1.13169;679
20190125;081500;1.13169;1.13224;1.13163;1.13209;354
20190125;083000;1.13209;1.13251;1.13208;1.13208;652
20190125;084500;1.13208;1.13247;1.13155;1.13241;579
20190125;090000;1.13241;1.13247;1.13183;1.13235;870
20190125;091500;1.13235;1.13248;1.13179;1.13203;937
20190125;093000;1.13203;1.13232;1.13177;1.13231;1053
20190125;094500;1.13231;1.13276;1.13212;1.13236;1067
20190125;100000;1.13236;1.13284;1.13153;1.13173;1454
20190125;101500;1.13174;1.13283;1.13154;1.13279;1402
20190125;103000;1.13281;1.13287;1.13228;1.13256;1050
20190125;104500;1.13256;1.13283;1.13225;1.13270;882
20190125;110000;1.13270;1.13341;1.13200;1.13287;1548
20190125;111500;1.13286;1.13302;1.13234;1.13280;1156
20190125;113000;1.13280;1.13297;1.13225;1.13246;830
20190125;114500;1.13247;1.13312;1.13242;1.13297;889
20190125;120000;1.13296;1.13301;1.13262;1.13291;911
20190125;121500;1.13291;1.13339;1.13286;1.13332;675
20190125;123000;1.13332;1.13355;1.13307;1.13342;703
20190125;124500;1.13342;1.13382;1.13328;1.13378;673
20190125;130000;1.13378;1.13391;1.13344;1.13346;880
20190125;131500;1.13347;1.13490;1.13337;1.13443;1287
20190125;133000;1.13443;1.13457;1.13385;1.13441;951
20190125;134500;1.13440;1.13466;1.13419;1.13458;893
20190125;140000;1.13458;1.13489;1.13428;1.13456;972
20190125;141500;1.13456;1.13494;1.13442;1.13469;1111
20190125;143000;1.13470;1.13484;1.13439;1.13439;671
20190125;144500;1.13439;1.13466;1.13408;1.13414;1044
20190125;150000;1.13414;1.13467;1.13390;1.13456;1306
20190125;151500;1.13455;1.13486;1.13445;1.13467;1288
20190125;153000;1.13466;1.13574;1.13460;1.13548;1691
20190125;154500;1.13548;1.13576;1.13496;1.13567;1153
20190125;160000;1.13567;1.13688;1.13558;1.13667;1830
20190125;161500;1.13666;1.13705;1.13637;1.13703;1677
20190125;163000;1.13704;1.13832;1.13691;1.13817;1891
20190125;164500;1.13817;1.13886;1.13786;1.13786;1548
20190125;170000;1.13786;1.13869;1.13775;1.13816;1829
20190125;171500;1.13813;1.14076;1.13808;1.14028;2377
20190125;173000;1.14028;1.14052;1.13963;1.14037;1738
20190125;174500;1.14037;1.14048;1.13956;1.13968;2262
20190125;180000;1.13968;1.14044;1.13952;1.14011;1653
20190125;181500;1.14012;1.14125;1.13996;1.14090;1125
20190125;183000;1.14090;1.14093;1.14013;1.14063;1124
20190125;184500;1.14063;1.14109;1.14042;1.14057;1046
20190125;190000;1.14057;1.14082;1.14022;1.14037;1105
20190125;191500;1.14038;1.14144;1.14036;1.14101;1180
20190125;193000;1.14102;1.14109;1.13992;1.14009;1390
20190125;194500;1.14010;1.14067;1.13991;1.14050;1283
20190125;200000;1.14052;1.14099;1.14016;1.14041;838
20190125;201500;1.14041;1.14099;1.14041;1.14087;863
20190125;203000;1.14087;1.14092;1.14042;1.14075;988
20190125;204500;1.14075;1.14080;1.14049;1.14064;849
20190125;210000;1.14063;1.14106;1.14048;1.14080;782
20190125;211500;1.14078;1.14145;1.14074;1.14127;1040
20190125;213000;1.14127;1.14127;1.14027;1.14060;883
20190125;214500;1.14060;1.14143;1.14058;1.14138;811
20190125;220000;1.14139;1.14140;1.14097;1.14106;718
20190125;221500;1.14106;1.14172;1.14106;1.14140;702
20190125;223000;1.14143;1.14154;1.14122;1.14141;450
20190125;224500;1.14141;1.14157;1.14117;1.14143;536
20190125;230000;1.14142;1.14170;1.14123;1.14124;403
20190125;231500;1.14123;1.14130;1.14116;1.14118;271
20190125;233000;1.14118;1.14130;1.14107;1.14112;396
20190125;234500;1.14112;1.14114;1.14031;1.14051;357
20190128;000000;1.14006;1.14044;1.13997;1.14026;850
20190128;001500;1.14026;1.14094;1.14002;1.14090;293
20190128;003000;1.14090;1.14106;1.14087;1.14091;112
20190128;004500;1.14100;1.14102;1.14083;1.14088;89
20190128;010000;1.14088;1.14131;1.14084;1.14123;311
20190128;011500;1.14123;1.14124;1.14101;1.14106;111
20190128;013000;1.14106;1.14123;1.14106;1.14114;137
20190128;014500;1.14114;1.14124;1.14106;1.14123;196
20190128;020000;1.14123;1.14159;1.14111;1.14140;439
20190128;021500;1.14141;1.14146;1.14109;1.14143;326
20190128;023000;1.14145;1.14184;1.14135;1.14160;454
20190128;024500;1.14160;1.14160;1.14106;1.14111;302
20190128;030000;1.14111;1.14145;1.14109;1.14135;355
20190128;031500;1.14135;1.14151;1.14130;1.14139;288
20190128;033000;1.14140;1.14185;1.14124;1.14181;605
20190128;034500;1.14181;1.14182;1.14144;1.14145;403
20190128;040000;1.14145;1.14150;1.14124;1.14134;176
20190128;041500;1.14134;1.14135;1.14089;1.14111;478
20190128;043000;1.14112;1.14121;1.14084;1.14110;166
20190128;044500;1.14111;1.14137;1.14105;1.14134;206
20190128;050000;1.14134;1.14134;1.14104;1.14113;246
20190128;051500;1.14113;1.14138;1.14110;1.14135;257
20190128;053000;1.14135;1.14191;1.14127;1.14191;485
20190128;054500;1.14191;1.14254;1.14185;1.14191;665
20190128;060000;1.14191;1.14240;1.14186;1.14221;315
20190128;061500;1.14221;1.14252;1.14216;1.14243;240
20190128;063000;1.14243;1.14253;1.14215;1.14235;221
20190128;064500;1.14236;1.14238;1.14184;1.14186;359
20190128;070000;1.14185;1.14186;1.14170;1.14181;211
20190128;071500;1.14181;1.14186;1.14168;1.14175;202
20190128;073000;1.14175;1.14175;1.14143;1.14145;261
20190128;074500;1.14145;1.14155;1.14107;1.14114;479
20190128;080000;1.14114;1.14124;1.14032;1.14071;447
20190128;081500;1.14072;1.14114;1.14055;1.14065;502
20190128;083000;1.14066;1.14097;1.14050;1.14053;445
20190128;084500;1.14053;1.14088;1.14047;1.14081;460
20190128;090000;1.14081;1.14130;1.14050;1.14079;522
20190128;091500;1.14079;1.14142;1.14078;1.14131;436
20190128;093000;1.14131;1.14151;1.14066;1.14075;788
20190128;094500;1.14075;1.14106;1.14048;1.14057;833
20190128;100000;1.14057;1.14057;1.13956;1.13969;1462
20190128;101500;1.13969;1.13970;1.13924;1.13928;1154
20190128;103000;1.13928;1.14006;1.13897;1.14002;913
20190128;104500;1.14002;1.14031;1.13983;1.14004;636
20190128;110000;1.14004;1.14083;1.14001;1.14082;949
20190128;111500;1.14082;1.14082;1.14028;1.14036;842
20190128;113000;1.14036;1.14081;1.14027;1.14061;752
20190128;114500;1.14061;1.14088;1.14037;1.14078;682
20190128;120000;1.14078;1.14113;1.14062;1.14103;613
20190128;121500;1.14103;1.14138;1.14098;1.14123;583
20190128;123000;1.14123;1.14143;1.14111;1.14139;538
20190128;124500;1.14140;1.14177;1.14102;1.14138;934
20190128;130000;1.14138;1.14221;1.14133;1.14208;798
20190128;131500;1.14208;1.14221;1.14165;1.14180;718
20190128;133000;1.14180;1.14183;1.14110;1.14123;848
20190128;134500;1.14123;1.14154;1.14063;1.14064;627
20190128;140000;1.14064;1.14142;1.14059;1.14135;684
20190128;141500;1.14137;1.14161;1.14100;1.14119;635
20190128;143000;1.14119;1.14160;1.14105;1.14144;653
20190128;144500;1.14144;1.14188;1.14105;1.14114;929
20190128;150000;1.14115;1.14180;1.14114;1.14177;967
20190128;151500;1.14175;1.14202;1.14162;1.14193;682
20190128;153000;1.14194;1.14221;1.14148;1.14163;918
20190128;154500;1.14163;1.14234;1.14147;1.14166;1171
20190128;160000;1.14166;1.14230;1.14150;1.14176;1487
20190128;161500;1.14174;1.14197;1.14062;1.14088;1600
20190128;163000;1.14088;1.14185;1.14045;1.14181;1473
20190128;164500;1.14181;1.14324;1.14173;1.14263;1970
20190128;170000;1.14264;1.14372;1.14249;1.14335;1559
20190128;171500;1.14335;1.14356;1.14268;1.14308;1201
20190128;173000;1.14308;1.14330;1.14255;1.14328;1140
20190128;174500;1.14329;1.14358;1.14299;1.14358;1385
20190128;180000;1.14358;1.14379;1.14297;1.14331;1249
20190128;181500;1.14330;1.14378;1.14330;1.14378;1003
20190128;183000;1.14377;1.14432;1.14357;1.14428;1029
20190128;184500;1.14428;1.14432;1.14367;1.14367;1047
20190128;190000;1.14367;1.14378;1.14312;1.14321;907
20190128;191500;1.14321;1.14353;1.14312;1.14332;620
20190128;193000;1.14333;1.14368;1.14323;1.14358;556
20190128;194500;1.14358;1.14384;1.14337;1.14339;611
20190128;200000;1.14341;1.14389;1.14338;1.14357;742
20190128;201500;1.14357;1.14373;1.14347;1.14359;536
20190128;203000;1.14359;1.14373;1.14338;1.14344;382
20190128;204500;1.14344;1.14360;1.14339;1.14344;360
20190128;210000;1.14344;1.14375;1.14317;1.14330;507
20190128;211500;1.14331;1.14334;1.14282;1.14294;400
20190128;213000;1.14294;1.14311;1.14281;1.14292;362
20190128;214500;1.14292;1.14303;1.14256;1.14276;621
20190128;220000;1.14277;1.14282;1.14259;1.14271;724
20190128;221500;1.14271;1.14277;1.14253;1.14267;474
20190128;223000;1.14265;1.14279;1.14254;1.14275;410
20190128;224500;1.14276;1.14287;1.14265;1.14277;420
20190128;230000;1.14279;1.14281;1.14260;1.14273;205
20190128;231500;1.14272;1.14278;1.14257;1.14270;127
20190128;233000;1.14270;1.14280;1.14260;1.14274;288
20190128;234500;1.14275;1.14277;1.14249;1.14262;354
20190129;000000;1.14253;1.14291;1.14238;1.14254;260
20190129;001500;1.14254;1.14281;1.14253;1.14280;299
20190129;003000;1.14279;1.14289;1.14262;1.14277;146
20190129;004500;1.14277;1.14279;1.14268;1.14272;155
20190129;010000;1.14272;1.14285;1.14258;1.14278;197
20190129;011500;1.14278;1.14308;1.14278;1.14305;166
20190129;013000;1.14305;1.14305;1.14286;1.14290;198
20190129;014500;1.14290;1.14294;1.14286;1.14292;93
20190129;020000;1.14292;1.14336;1.14286;1.14311;424
20190129;021500;1.14311;1.14311;1.14254;1.14260;193
20190129;023000;1.14260;1.14297;1.14237;1.14293;460
20190129;024500;1.14294;1.14302;1.14242;1.14263;576
20190129;030000;1.14263;1.14271;1.14240;1.14245;310
20190129;031500;1.14245;1.14246;1.14200;1.14218;201
20190129;033000;1.14217;1.14242;1.14210;1.14240;370
20190129;034500;1.14240;1.14258;1.14227;1.14244;376
20190129;040000;1.14246;1.14266;1.14242;1.14262;357
20190129;041500;1.14262;1.14283;1.14255;1.14283;476
20190129;043000;1.14283;1.14284;1.14268;1.14276;203
20190129;044500;1.14276;1.14312;1.14271;1.14302;364
20190129;050000;1.14301;1.14312;1.14287;1.14291;263
20190129;051500;1.14291;1.14324;1.14288;1.14312;451
20190129;053000;1.14310;1.14311;1.14291;1.14297;197
20190129;054500;1.14297;1.14308;1.14287;1.14291;248
20190129;060000;1.14291;1.14320;1.14291;1.14308;356
20190129;061500;1.14308;1.14316;1.14307;1.14315;227
20190129;063000;1.14316;1.14336;1.14306;1.14327;316
20190129;064500;1.14327;1.14335;1.14306;1.14311;235
20190129;070000;1.14311;1.14328;1.14291;1.14327;270
20190129;071500;1.14327;1.14327;1.14311;1.14313;260
20190129;073000;1.14313;1.14330;1.14288;1.14290;491
20190129;074500;1.14290;1.14329;1.14279;1.14325;361
20190129;080000;1.14325;1.14372;1.14322;1.14368;462
20190129;081500;1.14368;1.14393;1.14350;1.14356;383
20190129;083000;1.14356;1.14372;1.14343;1.14371;366
20190129;084500;1.14371;1.14371;1.14335;1.14341;326
20190129;090000;1.14341;1.14383;1.14307;1.14366;652
20190129;091500;1.14366;1.14434;1.14365;1.14397;878
20190129;093000;1.14397;1.14418;1.14362;1.14381;652
20190129;094500;1.14379;1.14399;1.14326;1.14346;1083
20190129;100000;1.14344;1.14445;1.14332;1.14396;1365
20190129;101500;1.14396;1.14462;1.14380;1.14460;1055
20190129;103000;1.14460;1.14498;1.14432;1.14470;1426
20190129;104500;1.14469;1.14481;1.14397;1.14410;917
20190129;110000;1.14410;1.14423;1.14351;1.14401;1200
20190129;111500;1.14400;1.14448;1.14392;1.14443;891
