<DTYYYYMMDD>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200228;190000;1.10001;1.10081;1.09989;1.10004;1422
20200228;191500;1.10004;1.10087;1.10001;1.10011;1072
20200228;193000;1.10011;1.10063;1.09950;1.09995;1289
20200228;194500;1.09993;1.10031;1.09969;1.10012;1095
20200228;200000;1.10012;1.10016;1.09922;1.10004;950
20200228;201500;1.10004;1.10005;1.09903;1.09968;911
20200228;203000;1.09968;1.10047;1.09958;1.10044;1013
20200228;204500;1.10043;1.10057;1.09990;1.10004;950
20200228;210000;1.10004;1.10072;1.09964;1.09981;1176
20200228;211500;1.09981;1.10036;1.09907;1.10036;827
20200228;213000;1.10036;1.10327;1.09926;1.10281;1997
20200228;214500;1.10281;1.10321;1.10226;1.10295;1588
20200228;220000;1.10293;1.10366;1.10252;1.10295;1154
20200228;221500;1.10297;1.10400;1.10284;1.10396;1097
20200228;223000;1.10396;1.10460;1.10342;1.10451;1251
20200228;224500;1.10451;1.10452;1.10333;1.10378;1268
20200228;230000;1.10378;1.10429;1.10244;1.10283;854
20200228;231500;1.10283;1.10324;1.10266;1.10310;328
20200228;233000;1.10310;1.10398;1.10307;1.10315;437
20200228;234500;1.10313;1.10323;1.10266;1.10293;311
20200302;000000;1.10407;1.10447;1.10390;1.10440;176
20200302;001500;1.10436;1.10436;1.10374;1.10393;153
20200302;003000;1.10393;1.10485;1.10389;1.10433;212
20200302;004500;1.10433;1.10466;1.10430;1.10445;149
20200302;010000;1.10447;1.10726;1.10447;1.10716;793
20200302;011500;1.10716;1.10738;1.10600;1.10632;663
20200302;013000;1.10632;1.10640;1.10527;1.10532;717
20200302;014500;1.10532;1.10532;1.10468;1.10516;567
20200302;020000;1.10515;1.10528;1.10362;1.10413;833
20200302;021500;1.10412;1.10432;1.10396;1.10416;533
20200302;023000;1.10416;1.10562;1.10415;1.10550;579
20200302;024500;1.10549;1.10637;1.10533;1.10635;584
20200302;030000;1.10634;1.10646;1.10568;1.10610;744
20200302;031500;1.10610;1.10647;1.10570;1.10594;710
20200302;033000;1.10594;1.10609;1.10548;1.10602;823
20200302;034500;1.10601;1.10601;1.10522;1.10565;881
20200302;040000;1.10566;1.10625;1.10554;1.10566;672
20200302;041500;1.10566;1.10593;1.10552;1.10590;452
20200302;043000;1.10590;1.10634;1.10575;1.10605;697
20200302;044500;1.10607;1.10615;1.10556;1.10567;661
20200302;050000;1.10567;1.10592;1.10532;1.10555;472
20200302;051500;1.10553;1.10600;1.10541;1.10592;664
20200302;053000;1.10592;1.10620;1.10547;1.10561;489
20200302;054500;1.10560;1.10569;1.10516;1.10524;491
20200302;060000;1.10524;1.10527;1.10479;1.10489;500
20200302;061500;1.10489;1.10515;1.10488;1.10514;330
20200302;063000;1.10514;1.10586;1.10514;1.10579;484
20200302;064500;1.10579;1.10584;1.10520;1.10527;433
20200302;070000;1.10526;1.10527;1.10481;1.10493;471
20200302;071500;1.10493;1.10499;1.10455;1.10461;353
20200302;073000;1.10461;1.10466;1.10445;1.10448;330
20200302;074500;1.10444;1.10473;1.10418;1.10432;450
20200302;080000;1.10432;1.10481;1.10424;1.10466;803
20200302;081500;1.10466;1.10474;1.10435;1.10448;526
20200302;083000;1.10448;1.10458;1.10394;1.10404;605
20200302;084500;1.10404;1.10431;1.10382;1.10418;611
20200302;090000;1.10418;1.10503;1.10395;1.10488;1231
20200302;091500;1.10488;1.10636;1.10483;1.10604;1107
20200302;093000;1.10608;1.10730;1.10604;1.10728;1092
20200302;094500;1.10728;1.10785;1.10616;1.10631;1249
20200302;100000;1.10631;1.10868;1.10600;1.10806;1568
20200302;101500;1.10807;1.10902;1.10806;1.10874;1308
20200302;103000;1.10874;1.10927;1.10853;1.10921;1222
20200302;104500;1.10921;1.10932;1.10781;1.10844;1319
20200302;110000;1.10844;1.10867;1.10628;1.10669;1356
20200302;111500;1.10669;1.10772;1.10631;1.10747;1033
20200302;113000;1.10746;1.10838;1.10738;1.10792;1246
20200302;114500;1.10792;1.10809;1.10733;1.10795;1199
20200302;120000;1.10795;1.10908;1.10775;1.10904;1083
20200302;121500;1.10905;1.10925;1.10860;1.10872;997
20200302;123000;1.10872;1.10916;1.10849;1.10877;871
20200302;124500;1.10877;1.10895;1.10830;1.10850;884
20200302;130000;1.10847;1.10938;1.10816;1.10934;890
20200302;131500;1.10933;1.10978;1.10908;1.10974;850
20200302;133000;1.10974;1.11005;1.10891;1.10983;1094
20200302;134500;1.10982;1.11193;1.10976;1.11192;1241
20200302;140000;1.11184;1.11279;1.11130;1.11172;1344
20200302;141500;1.11176;1.11225;1.11098;1.11101;1171
20200302;143000;1.11101;1.11119;1.10996;1.11117;1378
20200302;144500;1.11118;1.11182;1.11067;1.11122;1109
20200302;150000;1.11122;1.11227;1.11092;1.11215;1029
20200302;151500;1.11217;1.11304;1.11211;1.11220;1290
20200302;153000;1.11220;1.11642;1.11220;1.11371;1821
20200302;154500;1.11371;1.11456;1.11210;1.11218;1661
20200302;160000;1.11219;1.11258;1.11079;1.11168;1703
20200302;161500;1.11165;1.11286;1.11112;1.11237;1323
20200302;163000;1.11235;1.11337;1.11175;1.11281;1655
20200302;164500;1.11282;1.11372;1.11218;1.11242;1560
20200302;170000;1.11258;1.11464;1.11240;1.11327;1783
20200302;171500;1.11327;1.11402;1.11221;1.11251;1705
20200302;173000;1.11251;1.11334;1.11210;1.11229;1412
20200302;174500;1.11227;1.11381;1.11121;1.11309;1850
20200302;180000;1.11309;1.11500;1.11245;1.11477;1756
20200302;181500;1.11476;1.11527;1.11425;1.11488;1448
20200302;183000;1.11485;1.11593;1.11456;1.11493;1387
20200302;184500;1.11492;1.11649;1.11443;1.11631;1116
20200302;190000;1.11630;1.11845;1.11610;1.11845;1212
20200302;191500;1.11842;1.11842;1.11700;1.11725;1191
20200302;193000;1.11725;1.11793;1.11697;1.11728;986
20200302;194500;1.11728;1.11820;1.11728;1.11796;1041
20200302;200000;1.11796;1.11832;1.11701;1.11719;768
20200302;201500;1.11719;1.11765;1.11704;1.11744;666
20200302;203000;1.11744;1.11752;1.11619;1.11630;648
20200302;204500;1.11630;1.11681;1.11628;1.11636;611
20200302;210000;1.11636;1.11665;1.11563;1.11569;658
20200302;211500;1.11569;1.11641;1.11569;1.11636;615
20200302;213000;1.11638;1.11661;1.11610;1.11652;576
20200302;214500;1.11652;1.11665;1.11599;1.11637;552
20200302;220000;1.11637;1.11637;1.11548;1.11575;673
20200302;221500;1.11574;1.11590;1.11514;1.11523;551
20200302;223000;1.11523;1.11527;1.11445;1.11447;557
20200302;224500;1.11447;1.11471;1.11266;1.11355;1121
20200302;230000;1.11355;1.11361;1.11235;1.11329;491
20200302;231500;1.11328;1.11378;1.11268;1.11305;392
20200302;233000;1.11308;1.11359;1.11296;1.11323;379
20200302;234500;1.11324;1.11403;1.11304;1.11332;484
20200303;000000;1.11314;1.11347;1.11269;1.11347;323
20200303;001500;1.11321;1.11382;1.11306;1.11329;117
20200303;003000;1.11329;1.11388;1.11319;1.11375;422
20200303;004500;1.11375;1.11390;1.11344;1.11382;264
20200303;010000;1.11382;1.11479;1.11370;1.11436;472
20200303;011500;1.11436;1.11448;1.11415;1.11432;256
20200303;013000;1.11435;1.11475;1.11435;1.11470;250
20200303;014500;1.11470;1.11470;1.11429;1.11441;325
20200303;020000;1.11442;1.11448;1.11400;1.11402;456
20200303;021500;1.11402;1.11403;1.11363;1.11373;230
20200303;023000;1.11373;1.11378;1.11340;1.11342;226
20200303;024500;1.11342;1.11354;1.11322;1.11323;322
20200303;030000;1.11323;1.11348;1.11235;1.11235;330
20200303;031500;1.11235;1.11312;1.11201;1.11285;596
20200303;033000;1.11285;1.11379;1.11259;1.11352;517
20200303;034500;1.11353;1.11353;1.11305;1.11319;307
20200303;040000;1.11321;1.11355;1.11287;1.11347;383
20200303;041500;1.11347;1.11426;1.11343;1.11424;432
20200303;043000;1.11423;1.11461;1.11413;1.11423;515
20200303;044500;1.11423;1.11425;1.11371;1.11404;364
20200303;050000;1.11404;1.11415;1.11393;1.11404;177
20200303;051500;1.11404;1.11410;1.11367;1.11369;241
20200303;053000;1.11369;1.11417;1.11366;1.11389;482
20200303;054500;1.11389;1.11396;1.11330;1.11345;195
20200303;060000;1.11346;1.11404;1.11326;1.11390;239
20200303;061500;1.11388;1.11472;1.11380;1.11470;543
20200303;063000;1.11470;1.11554;1.11459;1.11509;562
20200303;064500;1.11509;1.11520;1.11434;1.11444;447
20200303;070000;1.11444;1.11483;1.11424;1.11483;222
20200303;071500;1.11483;1.11508;1.11452;1.11454;317
20200303;073000;1.11454;1.11477;1.11430;1.11465;278
20200303;074500;1.11465;1.11482;1.11433;1.11450;308
20200303;080000;1.11448;1.11508;1.11448;1.11464;326
20200303;081500;1.11464;1.11510;1.11459;1.11472;385
20200303;083000;1.11472;1.11492;1.11423;1.11449;452
20200303;084500;1.11449;1.11475;1.11422;1.11454;478
20200303;090000;1.11455;1.11470;1.11259;1.11270;966
20200303;091500;1.11273;1.11366;1.11258;1.11296;743
20200303;093000;1.11296;1.11305;1.11216;1.11246;845
20200303;094500;1.11246;1.11246;1.11150;1.11198;973
20200303;100000;1.11199;1.11314;1.11187;1.11251;1098
20200303;101500;1.11249;1.11284;1.11210;1.11252;949
20200303;103000;1.11252;1.11253;1.11100;1.11120;793
20200303;104500;1.11120;1.11146;1.11068;1.11104;783
20200303;110000;1.11102;1.11168;1.11008;1.11019;963
20200303;111500;1.11019;1.11148;1.11001;1.11108;917
20200303;113000;1.11108;1.11267;1.11074;1.11188;1003
20200303;114500;1.11186;1.11291;1.11185;1.11266;932
20200303;120000;1.11265;1.11322;1.11229;1.11298;806
20200303;121500;1.11298;1.11387;1.11189;1.11210;927
20200303;123000;1.11208;1.11223;1.11134;1.11173;783
20200303;124500;1.11173;1.11179;1.11100;1.11123;733
20200303;130000;1.11125;1.11177;1.11074;1.11141;811
20200303;131500;1.11141;1.11187;1.11075;1.11092;805
20200303;133000;1.11092;1.11192;1.11062;1.11157;710
20200303;134500;1.11157;1.11197;1.11106;1.11134;785
20200303;140000;1.11136;1.11215;1.11123;1.11166;776
20200303;141500;1.11166;1.11196;1.11140;1.11140;684
20200303;143000;1.11141;1.11341;1.11042;1.11248;1767
20200303;144500;1.11248;1.11315;1.11144;1.11177;1705
20200303;150000;1.11176;1.11249;1.11089;1.11166;1591
20200303;151500;1.11166;1.11167;1.10972;1.11029;1395
20200303;153000;1.11032;1.11142;1.10951;1.11065;1247
20200303;154500;1.11065;1.11210;1.11062;1.11190;1215
20200303;160000;1.11191;1.11241;1.11154;1.11185;1123
20200303;161500;1.11187;1.11268;1.11164;1.11239;813
20200303;163000;1.11236;1.11287;1.11181;1.11249;1315
20200303;164500;1.11250;1.11280;1.11189;1.11255;1090
20200303;170000;1.11255;1.11874;1.11255;1.11754;3694
20200303;171500;1.11748;1.12130;1.11737;1.11930;2894
20200303;173000;1.11935;1.11962;1.11779;1.11908;1847
20200303;174500;1.11908;1.11925;1.11737;1.11792;1836
20200303;180000;1.11797;1.11809;1.11551;1.11596;1901
20200303;181500;1.11596;1.11598;1.11405;1.11508;1789
20200303;183000;1.11508;1.11770;1.11483;1.11705;1469
20200303;184500;1.11706;1.11791;1.11692;1.11747;1318
20200303;190000;1.11746;1.11773;1.11566;1.11679;1204
20200303;191500;1.11678;1.11717;1.11550;1.11605;1135
20200303;193000;1.11604;1.11648;1.11508;1.11550;1052
20200303;194500;1.11550;1.11601;1.11469;1.11587;1003
20200303;200000;1.11590;1.11657;1.11585;1.11591;821
20200303;201500;1.11591;1.11711;1.11585;1.11685;986
20200303;203000;1.11685;1.11747;1.11643;1.11736;1066
20200303;204500;1.11736;1.11865;1.11734;1.11847;1043
20200303;210000;1.11848;1.11948;1.11788;1.11841;1476
20200303;211500;1.11841;1.11895;1.11827;1.11887;1550
20200303;213000;1.11887;1.11935;1.11764;1.11773;1416
20200303;214500;1.11774;1.11831;1.11740;1.11758;1300
20200303;220000;1.11757;1.11841;1.11745;1.11773;1147
20200303;221500;1.11778;1.11793;1.11715;1.11786;838
20200303;223000;1.11786;1.11821;1.11731;1.11774;851
20200303;224500;1.11774;1.11818;1.11724;1.11802;950
20200303;230000;1.11800;1.11821;1.11763;1.11817;486
20200303;231500;1.11817;1.11817;1.11772;1.11784;401
20200303;233000;1.11784;1.11806;1.11734;1.11740;259
20200303;234500;1.11741;1.11747;1.11673;1.11710;263
20200304;000000;1.11707;1.11772;1.11681;1.11687;97
20200304;001500;1.11687;1.11759;1.11678;1.11747;154
20200304;003000;1.11747;1.11757;1.11685;1.11700;208
20200304;004500;1.11692;1.11706;1.11680;1.11687;202
20200304;010000;1.11686;1.11851;1.11686;1.11790;515
20200304;011500;1.11790;1.11811;1.11765;1.11808;314
20200304;013000;1.11808;1.11818;1.11772;1.11776;435
20200304;014500;1.11776;1.11792;1.11754;1.11763;409
20200304;020000;1.11763;1.11798;1.11700;1.11713;651
20200304;021500;1.11714;1.11723;1.11683;1.11710;272
20200304;023000;1.11710;1.11725;1.11683;1.11714;525
20200304;024500;1.11714;1.11744;1.11705;1.11726;332
20200304;030000;1.11726;1.11745;1.11680;1.11681;688
20200304;031500;1.11682;1.11703;1.11629;1.11658;533
20200304;033000;1.11658;1.11689;1.11622;1.11685;588
20200304;034500;1.11685;1.11696;1.11660;1.11664;385
20200304;040000;1.11664;1.11664;1.11612;1.11645;407
20200304;041500;1.11646;1.11702;1.11645;1.11697;372
20200304;043000;1.11697;1.11710;1.11682;1.11686;419
20200304;044500;1.11684;1.11702;1.11652;1.11654;426
20200304;050000;1.11653;1.11656;1.11614;1.11618;464
20200304;051500;1.11618;1.11666;1.11603;1.11665;425
20200304;053000;1.11665;1.11665;1.11625;1.11631;426
20200304;054500;1.11631;1.11635;1.11596;1.11608;387
20200304;060000;1.11608;1.11619;1.11584;1.11587;355
20200304;061500;1.11587;1.11593;1.11555;1.11557;256
20200304;063000;1.11557;1.11596;1.11552;1.11588;209
20200304;064500;1.11588;1.11634;1.11588;1.11611;186
20200304;070000;1.11611;1.11624;1.11602;1.11624;215
20200304;071500;1.11624;1.11636;1.11614;1.11617;262
20200304;073000;1.11617;1.11628;1.11572;1.11573;378
20200304;074500;1.11573;1.11593;1.11562;1.11567;220
20200304;080000;1.11567;1.11585;1.11526;1.11530;354
20200304;081500;1.11530;1.11531;1.11433;1.11477;546
20200304;083000;1.11478;1.11530;1.11469;1.11526;433
20200304;084500;1.11526;1.11581;1.11524;1.11528;456
20200304;090000;1.11532;1.11580;1.11470;1.11534;1032
20200304;091500;1.11534;1.11577;1.11502;1.11576;761
20200304;093000;1.11576;1.11579;1.11450;1.11468;774
20200304;094500;1.11470;1.11597;1.11470;1.11593;884
20200304;100000;1.11592;1.11691;1.11584;1.11668;1323
20200304;101500;1.11667;1.11780;1.11626;1.11758;1115
20200304;103000;1.11758;1.11875;1.11712;1.11829;1179
20200304;104500;1.11829;1.11834;1.11621;1.11648;1049
20200304;110000;1.11648;1.11659;1.11548;1.11623;1071
20200304;111500;1.11623;1.11725;1.11596;1.11651;841
20200304;113000;1.11651;1.11682;1.11541;1.11561;864
20200304;114500;1.11561;1.11579;1.11520;1.11566;766
20200304;120000;1.11566;1.11662;1.11551;1.11598;882
20200304;121500;1.11599;1.11668;1.11584;1.11598;1058
20200304;123000;1.11602;1.11603;1.11490;1.11506;934
20200304;124500;1.11502;1.11506;1.11358;1.11363;980
20200304;130000;1.11364;1.11464;1.11362;1.11454;690
20200304;131500;1.11455;1.11524;1.11449;1.11514;583
20200304;133000;1.11514;1.11547;1.11467;1.11500;743
20200304;134500;1.11500;1.11514;1.11422;1.11472;752
20200304;140000;1.11473;1.11478;1.11367;1.11378;853
20200304;141500;1.11378;1.11411;1.11317;1.11327;825
20200304;143000;1.11327;1.11336;1.11217;1.11245;829
20200304;144500;1.11245;1.11264;1.11093;1.11114;779
20200304;150000;1.11114;1.11256;1.11114;1.11239;1047
20200304;151500;1.11247;1.11317;1.11205;1.11316;926
20200304;153000;1.11316;1.11327;1.11211;1.11275;763
20200304;154500;1.11275;1.11294;1.11221;1.11252;593
20200304;160000;1.11252;1.11269;1.11057;1.11099;1143
20200304;161500;1.11099;1.11151;1.11021;1.11058;1134
20200304;163000;1.11055;1.11102;1.10953;1.11018;1485
20200304;164500;1.11018;1.11222;1.11002;1.11188;1292
20200304;170000;1.11183;1.11229;1.11000;1.11179;1806
20200304;171500;1.11179;1.11272;1.11134;1.11140;1272
20200304;173000;1.11139;1.11267;1.11129;1.11193;1198
20200304;174500;1.11193;1.11423;1.11168;1.11395;1513
20200304;180000;1.11393;1.11453;1.11326;1.11342;1352
20200304;181500;1.11342;1.11372;1.11275;1.11288;1141
20200304;183000;1.11287;1.11387;1.11222;1.11368;1003
20200304;184500;1.11368;1.11374;1.11253;1.11291;928
20200304;190000;1.11291;1.11328;1.11270;1.11272;717
20200304;191500;1.11271;1.11316;1.11243;1.11282;763
20200304;193000;1.11283;1.11284;1.11230;1.11251;741
20200304;194500;1.11251;1.11255;1.11192;1.11236;529
20200304;200000;1.11236;1.11304;1.11232;1.11256;648
20200304;201500;1.11256;1.11370;1.11254;1.11362;548
20200304;203000;1.11361;1.11372;1.11317;1.11342;374
20200304;204500;1.11342;1.11344;1.11294;1.11314;460
20200304;210000;1.11314;1.11349;1.11301;1.11340;509
20200304;211500;1.11340;1.11347;1.11286;1.11296;651
20200304;213000;1.11294;1.11346;1.11294;1.11345;623
20200304;214500;1.11345;1.11421;1.11344;1.11388;691
20200304;220000;1.11388;1.11406;1.11377;1.11398;472
20200304;221500;1.11398;1.11422;1.11343;1.11344;404
20200304;223000;1.11344;1.11365;1.11314;1.11349;526
20200304;224500;1.11350;1.11375;1.11332;1.11370;554
20200304;230000;1.11364;1.11380;1.11344;1.11349;292
20200304;231500;1.11350;1.11355;1.11313;1.11324;145
20200304;233000;1.11324;1.11345;1.11310;1.11333;185
20200304;234500;1.11334;1.11353;1.11309;1.11336;323
20200305;000000;1.11340;1.11347;1.11316;1.11333;81
20200305;001500;1.11333;1.11333;1.11311;1.11329;122
20200305;003000;1.11329;1.11330;1.11300;1.11305;140
20200305;004500;1.11305;1.11340;1.11305;1.11331;177
20200305;010000;1.11331;1.11372;1.11319;1.11370;298
20200305;011500;1.11370;1.11398;1.11358;1.11360;313
20200305;013000;1.11357;1.11376;1.11333;1.11373;296
20200305;014500;1.11373;1.11396;1.11361;1.11381;327
20200305;020000;1.11381;1.11391;1.11327;1.11334;426
20200305;021500;1.11334;1.11379;1.11328;1.11370;376
20200305;023000;1.11370;1.11425;1.11360;1.11404;407
20200305;024500;1.11403;1.11425;1.11348;1.11374;373
20200305;030000;1.11374;1.11378;1.11336;1.11346;490
20200305;031500;1.11346;1.11364;1.11342;1.11357;397
20200305;033000;1.11357;1.11373;1.11353;1.11372;228
20200305;034500;1.11372;1.11384;1.11368;1.11368;208
20200305;040000;1.11368;1.11401;1.11368;1.11395;196
20200305;041500;1.11395;1.11416;1.11391;1.11409;275
20200305;043000;1.11408;1.11430;1.11399;1.11430;203
20200305;044500;1.11430;1.11430;1.11414;1.11417;286
20200305;050000;1.11418;1.11435;1.11408;1.11410;221
20200305;051500;1.11409;1.11410;1.11390;1.11393;131
20200305;053000;1.11393;1.11398;1.11371;1.11383;214
20200305;054500;1.11383;1.11390;1.11373;1.11382;218
20200305;060000;1.11382;1.11382;1.11357;1.11365;187
20200305;061500;1.11365;1.11381;1.11364;1.11375;141
20200305;063000;1.11375;1.11391;1.11370;1.11383;175
20200305;064500;1.11383;1.11385;1.11367;1.11384;148
20200305;070000;1.11384;1.11400;1.11381;1.11396;171
20200305;071500;1.11397;1.11399;1.11358;1.11358;169
20200305;073000;1.11358;1.11364;1.11347;1.11348;199
20200305;074500;1.11348;1.11361;1.11338;1.11346;229
20200305;080000;1.11346;1.11383;1.11341;1.11369;275
20200305;081500;1.11370;1.11390;1.11363;1.11383;269
20200305;083000;1.11382;1.11386;1.11357;1.11358;205
20200305;084500;1.11358;1.11358;1.11312;1.11326;342
20200305;090000;1.11326;1.11393;1.11326;1.11382;562
20200305;091500;1.11380;1.11394;1.11327;1.11381;506
20200305;093000;1.11379;1.11391;1.11358;1.11382;415
20200305;094500;1.11381;1.11383;1.11195;1.11230;777
20200305;100000;1.11230;1.11328;1.11217;1.11323;993
20200305;101500;1.11323;1.11348;1.11218;1.11239;824
20200305;103000;1.11239;1.11344;1.11239;1.11340;778
20200305;104500;1.11340;1.11399;1.11326;1.11370;840
20200305;110000;1.11370;1.11390;1.11320;1.11384;857
20200305;111500;1.11384;1.11596;1.11368;1.11573;715
20200305;113000;1.11573;1.11674;1.11544;1.11664;999
20200305;114500;1.11667;1.11740;1.11640;1.11733;832
20200305;120000;1.11733;1.11771;1.11672;1.11748;711
20200305;121500;1.11748;1.11750;1.11686;1.11716;664
20200305;123000;1.11716;1.11774;1.11657;1.11670;718
20200305;124500;1.11669;1.11716;1.11626;1.11700;770
20200305;130000;1.11700;1.11700;1.11565;1.11600;884
20200305;131500;1.11600;1.11699;1.11590;1.11690;597
20200305;133000;1.11687;1.11824;1.11668;1.11795;678
20200305;134500;1.11782;1.11836;1.11776;1.11831;801
20200305;140000;1.11831;1.11940;1.11793;1.11940;844
20200305;141500;1.11940;1.11996;1.11860;1.11867;997
20200305;143000;1.11867;1.11999;1.11860;1.11979;815
20200305;144500;1.11979;1.11984;1.11868;1.11884;962
20200305;150000;1.11883;1.11949;1.11850;1.11866;1025
20200305;151500;1.11868;1.11966;1.11868;1.11950;1020
20200305;153000;1.11948;1.11984;1.11792;1.11808;1235
20200305;154500;1.11808;1.11898;1.11793;1.11866;1003
20200305;160000;1.11862;1.11909;1.11807;1.11859;963
20200305;161500;1.11859;1.12014;1.11828;1.11986;986
20200305;163000;1.11984;1.11989;1.11837;1.11848;1263
20200305;164500;1.11850;1.11923;1.11778;1.11909;1095
20200305;170000;1.11904;1.11970;1.11750;1.11760;1302
20200305;171500;1.11760;1.11834;1.11720;1.11775;1253
20200305;173000;1.11774;1.11821;1.11669;1.11755;1352
20200305;174500;1.11755;1.11912;1.11742;1.11876;1348
20200305;180000;1.11877;1.11931;1.11830;1.11900;1204
20200305;181500;1.11900;1.11941;1.11791;1.11867;970
20200305;183000;1.11867;1.12049;1.11867;1.11970;990
20200305;184500;1.11970;1.12045;1.11959;1.12016;848
20200305;190000;1.12016;1.12062;1.11847;1.11895;974
20200305;191500;1.11895;1.11958;1.11844;1.11927;902
20200305;193000;1.11929;1.12071;1.11924;1.12057;919
20200305;194500;1.12057;1.12164;1.12056;1.12139;1306
20200305;200000;1.12141;1.12167;1.12070;1.12135;972
20200305;201500;1.12134;1.12177;1.12114;1.12146;778
20200305;203000;1.12146;1.12157;1.12056;1.12076;785
20200305;204500;1.12075;1.12082;1.11977;1.11995;781
20200305;210000;1.11996;1.12037;1.11972;1.11974;835
20200305;211500;1.11973;1.12039;1.11973;1.12006;658
20200305;213000;1.12004;1.12004;1.11918;1.11985;715
20200305;214500;1.11984;1.12034;1.11962;1.12004;506
20200305;220000;1.12004;1.12040;1.11937;1.12030;892
20200305;221500;1.12030;1.12194;1.12020;1.12191;918
20200305;223000;1.12193;1.12296;1.12183;1.12259;977
20200305;224500;1.12260;1.12288;1.12232;1.12279;825
20200305;230000;1.12282;1.12356;1.12248;1.12349;469
20200305;231500;1.12348;1.12367;1.12297;1.12365;370
20200305;233000;1.12365;1.12447;1.12340;1.12428;348
20200305;234500;1.12429;1.12440;1.12349;1.12371;497
20200306;000000;1.12370;1.12399;1.12300;1.12346;167
20200306;001500;1.12331;1.12362;1.12316;1.12316;102
20200306;003000;1.12316;1.12319;1.12265;1.12285;365
20200306;004500;1.12285;1.12327;1.12274;1.12302;586
20200306;010000;1.12302;1.12361;1.12275;1.12277;595
20200306;011500;1.12277;1.12285;1.12260;1.12270;160
20200306;013000;1.12270;1.12273;1.12248;1.12270;162
20200306;014500;1.12269;1.12297;1.12223;1.12225;310
20200306;020000;1.12225;1.12242;1.12192;1.12217;434
20200306;021500;1.12213;1.12218;1.12133;1.12174;453
20200306;023000;1.12174;1.12281;1.12171;1.12259;631
20200306;024500;1.12259;1.12260;1.12113;1.12200;641
20200306;030000;1.12201;1.12239;1.12184;1.12205;448
20200306;031500;1.12205;1.12309;1.12191;1.12308;568
20200306;033000;1.12308;1.12312;1.12254;1.12278;398
20200306;034500;1.12278;1.12461;1.12262;1.12452;713
20200306;040000;1.12456;1.12487;1.12411;1.12446;948
20200306;041500;1.12445;1.12464;1.12364;1.12385;611
20200306;043000;1.12383;1.12387;1.12344;1.12356;327
20200306;044500;1.12356;1.12360;1.12303;1.12319;319
20200306;050000;1.12319;1.12332;1.12291;1.12317;346
20200306;051500;1.12317;1.12338;1.12296;1.12312;462
20200306;053000;1.12312;1.12322;1.12259;1.12286;506
20200306;054500;1.12286;1.12341;1.12286;1.12335;387
20200306;060000;1.12333;1.12390;1.12330;1.12355;368
20200306;061500;1.12355;1.12366;1.12320;1.12349;268
20200306;063000;1.12350;1.12350;1.12298;1.12310;258
20200306;064500;1.12310;1.12334;1.12304;1.12308;203
20200306;070000;1.12308;1.12346;1.12299;1.12341;192
20200306;071500;1.12341;1.12363;1.12321;1.12362;187
20200306;073000;1.12362;1.12364;1.12338;1.12352;220
20200306;074500;1.12352;1.12357;1.12280;1.12283;415
20200306;080000;1.12283;1.12371;1.12257;1.12270;544
20200306;081500;1.12269;1.12284;1.12247;1.12257;506
20200306;083000;1.12257;1.12298;1.12190;1.12228;676
20200306;084500;1.12228;1.12302;1.12222;1.12280;596
20200306;090000;1.12278;1.12326;1.12235;1.12285;957
20200306;091500;1.12284;1.12289;1.12246;1.12271;869
20200306;093000;1.12272;1.12346;1.12271;1.12294;751
20200306;094500;1.12294;1.12377;1.12279;1.12346;656
20200306;100000;1.12341;1.12462;1.12288;1.12383;1356
20200306;101500;1.12385;1.12553;1.12342;1.12535;1112
20200306;103000;1.12530;1.12771;1.12520;1.12687;1641
20200306;104500;1.12687;1.12785;1.12665;1.12722;1367
20200306;110000;1.12722;1.12781;1.12679;1.12704;1171
20200306;111500;1.12704;1.12757;1.12700;1.12731;1070
20200306;113000;1.12732;1.12897;1.12711;1.12897;1202
20200306;114500;1.12897;1.12953;1.12830;1.12938;1503
20200306;120000;1.12938;1.13088;1.12927;1.12977;1610
20200306;121500;1.12978;1.13234;1.12942;1.13229;1803
20200306;123000;1.13229;1.13240;1.13032;1.13054;1787
20200306;124500;1.13053;1.13196;1.12976;1.13163;1663
20200306;130000;1.13163;1.13298;1.13116;1.13290;1586
20200306;131500;1.13288;1.13373;1.13168;1.13289;1685
20200306;133000;1.13289;1.13405;1.13274;1.13374;1208
20200306;134500;1.13376;1.13385;1.13259;1.13324;1088
20200306;140000;1.13324;1.13324;1.13179;1.13190;998
20200306;141500;1.13189;1.13212;1.13064;1.13211;1036
20200306;143000;1.13211;1.13245;1.13053;1.13156;1062
20200306;144500;1.13160;1.13213;1.13076;1.13162;1298
20200306;150000;1.13161;1.13359;1.13114;1.13358;1243
20200306;151500;1.13359;1.13379;1.13257;1.13287;1404
20200306;153000;1.13287;1.13331;1.13054;1.13221;2166
20200306;154500;1.13224;1.13276;1.13079;1.13230;1404
20200306;160000;1.13226;1.13300;1.13180;1.13297;1520
20200306;161500;1.13302;1.13497;1.13297;1.13446;1781
20200306;163000;1.13442;1.13470;1.13312;1.13376;1855
20200306;164500;1.13373;1.13546;1.13369;1.13489;1993
20200306;170000;1.13487;1.13545;1.13368;1.13439;2299
20200306;171500;1.13438;1.13444;1.12871;1.13049;2553
20200306;173000;1.13053;1.13143;1.12961;1.13046;2602
20200306;174500;1.13048;1.13166;1.13004;1.13100;2093
